"CageSurv","S1.Cage01","S1.Cage02","S1.Cage03","S1.Cage04","S1.Cage05","S1.Cage06","S1.Cage07","S1.Cage08","S1.Cage09","S1.Cage10","S1.Cage11","S1.Cage12","S1.Cage13","S1.Cage14","S1.Cage15","S2.Cage01","S2.Cage02","S2.Cage03","S2.Cage04","S2.Cage05","S2.Cage06","S2.Cage07","S2.Cage08","S2.Cage09","S2.Cage10","S2.Cage11","S2.Cage12","S2.Cage13","S2.Cage14","S2.Cage15"
"Nucella_ostrina","1177.14","1828.57"," 400.00","1497.14"," 251.43"," 960.00"," 685.71"," 137.14","1200.00"," 628.57","  57.14","1565.71"," 342.86"," 914.29","1542.86","1245.71","1828.57"," 400.00","1474.29"," 251.43"," 960.00"," 674.29"," 114.29","1200.00"," 628.57","  57.14","1508.57"," 342.86"," 880.00","1760.00"
