Year,Expt/Location,Aerated/Flowthrough/Neither,Temperature,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Start_+_End_Windows,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
2006,H-Times-TopLab-HighTemp,Aerated,18,c4-1,Haustrum haustorium,EPFS Rocks,31.8,Onithochiton neglectus neglectus,Robyn's Sea-table,11.8,,0,0.1,0,,100,0,,12/06/2006 04:12,12/06/2006 08:34,,12/06/2006 23:40,13/06/2006 08:55,,0.63,1.2,0.91,13:37:00,1.73,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c23-1,Haustrum haustorium,EPFS Rocks,23.7,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",5.2,,0,0.006,0,,100,0,,11/06/2006 12:07,11/06/2006 13:10,,13/06/2006 08:55,13/06/2006 09:50,,1.82,1.9,1.86,01:58:00,10.88,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c19-1,Haustrum haustorium,EPFS Rocks,39.1,Onithochiton neglectus neglectus,Robyn's Sea-table,11.2,,0,0.057,0,,100,0,,12/06/2006 23:40,13/06/2006 08:55,,13/06/2006 12:52,13/06/2006 13:50,,0.16,0.59,0.38,10:13:00,2.3,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c7-1,Haustrum haustorium,EPFS Rocks,31.9,Onithochiton neglectus neglectus,Robyn's Sea-table,9.3,,0,0.027,0,,100,0,,13/06/2006 08:55,13/06/2006 09:50,,13/06/2006 13:50,13/06/2006 14:55,,0.17,0.25,0.21,02:00:00,10.71,1
2006,H-Times-TopLab-MidTemp,Aerated,14.5,c19-1,Haustrum haustorium,EPFS Rocks,43.3,Onithochiton neglectus neglectus,Robyn's Sea-table,9.7,,0,0.044,0,,100,0,,13/06/2006 11:47,13/06/2006 12:49,,13/06/2006 15:55,13/06/2006 17:06,,0.13,0.22,0.18,02:13:00,9.77,1
2006,H-Times-TopLab-MidTemp,Aerated,14.5,c21-1,Haustrum haustorium,EPFS Rocks,48.2,Onithochiton neglectus neglectus,Robyn's Sea-table,8.7,,0,0.03,0,,100,0,,13/06/2006 11:47,13/06/2006 12:49,,13/06/2006 15:55,13/06/2006 17:06,,0.13,0.22,0.18,02:13:00,9.77,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c11-1,Haustrum haustorium,EPFS Rocks,41.4,Onithochiton neglectus neglectus,Robyn's Sea-table,12.8,,0,0.125,0,,100,0,,12/06/2006 23:40,13/06/2006 08:55,,13/06/2006 15:57,13/06/2006 17:09,,0.29,0.73,0.51,10:27:00,2.25,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c19-1,Haustrum haustorium,EPFS Rocks,39.1,Onithochiton neglectus neglectus,Robyn's Sea-table,,,0,,0,,,,,13/06/2006 18:03,13/06/2006 19:05,,13/06/2006 18:03,13/06/2006 19:05,,0,0.04,0.02,02:04:00,10.4,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c9-1,Haustrum haustorium,EPFS Rocks,26.8,Onithochiton neglectus neglectus,Robyn's Sea-table,9.6,,0,0.033,0,,100,0,,13/06/2006 08:55,13/06/2006 09:50,,13/06/2006 18:03,13/06/2006 19:05,,0.34,0.42,0.38,01:57:00,10.96,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c9-1,Haustrum haustorium,EPFS Rocks,26.8,Onithochiton neglectus neglectus,Robyn's Sea-table,9.2,,0,0.026,0,,100,0,,12/06/2006 12:37,12/06/2006 13:39,,13/06/2006 18:37,13/06/2006 19:36,,1.21,1.29,1.25,02:01:00,10.64,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c2-1,Haustrum haustorium,EPFS Rocks,20.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.4,3.5,1,0.014,1,,100,0,,12/06/2006 23:40,13/06/2006 08:55,,13/06/2006 19:05,13/06/2006 20:12,,0.42,0.86,0.64,10:22:00,2.26,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c3-1,Haustrum haustorium,EPFS Rocks,24.6,Onithochiton neglectus neglectus,Robyn's Sea-table,8.1,,0,0.027,0,,100,0,,13/06/2006 08:55,13/06/2006 09:50,,13/06/2006 20:12,13/06/2006 21:09,,0.43,0.51,0.47,01:52:00,11.39,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c21-2,Haustrum haustorium,EPFS Rocks,32,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",15.7,,0,0.235,0,,100,0,,12/06/2006 04:07,12/06/2006 08:27,,13/06/2006 21:02,13/06/2006 22:01,,1.52,1.75,1.64,05:19:00,4.32,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c12-1,Haustrum haustorium,EPFS Rocks,16.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,2.8,1,0.012,1,,100,0,,13/06/2006 11:52,13/06/2006 12:52,,13/06/2006 21:09,13/06/2006 22:08,,0.35,0.43,0.39,01:59:00,10.79,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c4-1,Haustrum haustorium,EPFS Rocks,31.8,Onithochiton neglectus neglectus,Robyn's Sea-table,,,0,,0,,,,,12/06/2006 23:40,13/06/2006 08:55,,13/06/2006 22:08,13/06/2006 23:05,,0.55,0.98,0.76,10:12:00,2.3,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c13-1,Haustrum haustorium,EPFS Rocks,53.1,Onithochiton neglectus neglectus,Robyn's Sea-table,10,,0,0.106,0,,100,0,,13/06/2006 22:32,13/06/2006 23:40,,13/06/2006 23:40,14/06/2006 08:55,,0,0.43,0.22,10:23:00,2.26,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,8.4,,0,0.031,0,,100,0,,13/06/2006 11:45,13/06/2006 12:46,,14/06/2006 00:04,14/06/2006 08:40,,0.47,0.87,0.67,09:37:00,2.43,0
2006,H-Times-TopLab-MidTemp,Aerated,14.5,c24-1,Haustrum haustorium,EPFS Rocks,16.5,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.7,2,0,0.005,0,,100,0,,09/06/2006 14:52,09/06/2006 16:04,,14/06/2006 00:07,14/06/2006 08:45,,4.34,4.75,4.54,09:50:00,2.38,0
2006,H-Times-TopLab-MidTemp,Aerated,14.5,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.6,2.7,1,0.007,0,,100,0,,13/06/2006 12:49,13/06/2006 13:47,,14/06/2006 00:07,14/07/2006 08:45,,0.43,30.83,15.63,729:36:00,0.03,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c13-1,Haustrum haustorium,EPFS Rocks,53.1,Onithochiton neglectus neglectus,Robyn's Sea-table,13.3,,0,0.087,0,,100,0,,13/06/2006 22:08,13/06/2006 23:05,,14/06/2006 00:09,14/06/2006 08:50,,0.04,0.45,0.25,09:38:00,2.43,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c11-1,Haustrum haustorium,EPFS Rocks,41.4,Onithochiton neglectus neglectus,Robyn's Sea-table,13.3,,0,0.077,0,,100,0,,13/06/2006 22:08,13/06/2006 23:05,,14/06/2006 08:50,14/06/2006 09:44,,0.41,0.48,0.44,01:51:00,11.48,1
2006,H-Times-TopLab-MidTemp,Aerated,14.5,c23-1,Haustrum haustorium,EPFS Rocks,17.7,Onithochiton neglectus neglectus,Robyn's Sea-table,9.8,,0,0.031,0,,100,0,,12/06/2006 08:31,12/06/2006 09:37,,14/06/2006 09:41,14/06/2006 10:36,,2,2.09,2.04,02:01:00,10.64,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c11-1,Haustrum haustorium,EPFS Rocks,41.4,Onithochiton neglectus neglectus,Robyn's Sea-table,,,0,,0,,,,must have been missed,14/06/2006 09:44,14/06/2006 10:39,,14/06/2006 09:44,14/06/2006 10:39,,0,0.04,0.02,01:50:00,11.58,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c22-2,Haustrum haustorium,EPFS Rocks,26.5,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",5.6,,0,0.006,0,,100,0,,14/06/2006 09:44,14/06/2006 10:39,,14/06/2006 09:44,14/06/2006 10:39,,0,0.04,0.02,01:50:00,11.58,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c3-1,Haustrum haustorium,EPFS Rocks,24.6,Onithochiton neglectus neglectus,Robyn's Sea-table,8.8,,0,0.034,0,,100,0,,13/06/2006 21:09,13/06/2006 22:08,,14/06/2006 11:39,14/06/2006 13:34,,0.56,0.68,0.62,02:54:00,7.64,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c19-1,Haustrum haustorium,EPFS Rocks,43.3,Onithochiton neglectus neglectus,Robyn's Sea-table,10.1,,0,0.036,0,,100,0,,14/06/2006 09:41,14/06/2006 10:36,,14/06/2006 14:34,14/06/2006 16:00,,0.17,0.26,0.21,02:21:00,9.27,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c15-1,Haustrum haustorium,EPFS Rocks,38.2,Siphonaria australis,EPFS & Lighthouse Reef,10.6,,0,0.046,0,,100,0,,14/06/2006 17:28,14/06/2006 18:36,,14/06/2006 22:37,15/06/2006 08:53,,0.17,0.64,0.4,11:24:00,2.06,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,9,,0,0.017,0,,100,0,,14/06/2006 08:40,14/06/2006 09:38,,14/06/2006 22:37,15/06/2006 08:53,,0.54,1.01,0.78,11:14:00,2.09,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c26-1,Haustrum haustorium,EPFS Rocks,46.4,Siphonaria australis,EPFS & Lighthouse Reef,12.7,,0,0.101,0,,90,0.003,,14/06/2006 00:04,14/06/2006 08:40,,14/06/2006 22:37,15/06/2006 08:53,,0.58,1.37,0.97,18:52:00,1.26,0
2006,H-Times-TopLab-MidTemp,Aerated,14.5,c8-1,Haustrum haustorium,EPFS Rocks,24,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",11.2,,0,0.066,0,,100,0,,12/06/2006 08:31,12/06/2006 09:37,,14/06/2006 22:38,15/06/2006 08:57,,2.54,3.02,2.78,11:25:00,2.06,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c10-2,Haustrum haustorium,EPFS Rocks,38,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",22.7,,0,0.514,0,,100,0,,14/06/2006 13:31,14/06/2006 14:34,,14/06/2006 22:38,15/06/2006 08:57,,0.34,0.81,0.57,11:22:00,2.07,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c17-1,Haustrum haustorium,EPFS Rocks,34.3,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",12.7,,0,0.064,0,,100,0,,15/06/2006 08:59,15/06/2006 11:43,,15/06/2006 12:48,15/06/2006 13:52,,0.05,0.2,0.12,03:48:00,5.94,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c19-1,Haustrum haustorium,EPFS Rocks,43.3,Onithochiton neglectus neglectus,Robyn's Sea-table,,,0,,0,,,,,14/06/2006 22:38,15/06/2006 08:57,,15/06/2006 16:37,15/06/2006 17:36,,0.32,0.79,0.55,11:18:00,2.08,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c7-2,Haustrum haustorium,EPFS Rocks,32.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",17.9,,0,0.289,0,,100,0,,15/06/2006 12:48,15/06/2006 13:52,,15/06/2006 17:38,15/06/2006 18:34,,0.16,0.24,0.2,02:00:00,10.71,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,6.9,,0,0.018,0,,100,0,,15/06/2006 14:32,15/06/2006 15:32,,15/06/2006 20:36,15/06/2006 21:34,,0.21,0.29,0.25,01:58:00,10.88,1
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c3-1,Haustrum haustorium,EPFS Rocks,33.1,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",12,,0,0.114,0,,100,0,,14/06/2006 08:45,14/06/2006 09:41,,16/06/2006 04:29,16/06/2006 08:27,,1.78,1.99,1.89,04:54:00,4.67,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c24-1,Haustrum haustorium,EPFS Rocks,20.4,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,2.3,1,0.012,0,,100,0,,16/06/2006 00:23,16/06/2006 04:32,,16/06/2006 04:32,16/06/2006 08:31,,0,0.34,0.17,08:08:00,2.87,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c15-1,Haustrum haustorium,EPFS Rocks,38.2,Siphonaria australis,EPFS & Lighthouse Reef,12.2,,0,0.073,0,,70,0.008,,15/06/2006 16:34,15/06/2006 17:33,,16/06/2006 11:31,16/06/2006 12:33,,0.75,0.83,0.79,02:01:00,10.64,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c7-2,Haustrum haustorium,EPFS Rocks,32.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",19.6,,0,0.468,0,,100,0,,16/06/2006 04:32,16/06/2006 08:31,,16/06/2006 12:37,16/06/2006 16:14,,0.17,0.49,0.33,07:36:00,3.06,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c17-1,Haustrum haustorium,EPFS Rocks,34.3,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",14.7,,0,0.163,0,,100,0,,16/06/2006 11:36,16/06/2006 12:37,,16/06/2006 12:37,16/06/2006 16:14,,0,0.19,0.1,04:38:00,4.92,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c12-2,Haustrum haustorium,EPFS Rocks,13.1,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.8,2.3,0,0.007,0,,100,0,,15/06/2006 13:52,15/06/2006 14:39,,16/06/2006 17:22,16/06/2006 18:11,,1.11,1.18,1.15,01:36:00,13.04,1
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.8,2.6,1,0.006,0,,100,0,,16/06/2006 08:27,16/06/2006 09:38,,16/06/2006 19:06,16/06/2006 20:03,,0.39,0.48,0.44,02:08:00,10.11,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c9-2,Haustrum haustorium,EPFS Rocks,26.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",13.3,,0,0.087,0,,100,0,,16/06/2006 12:33,16/06/2006 16:09,,16/06/2006 22:03,17/06/2006 00:49,,0.25,0.51,0.38,06:22:00,3.63,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,5.4,,0,0.012,0,,100,0,,16/06/2006 12:33,16/06/2006 16:09,,16/06/2006 22:03,17/06/2006 00:49,,0.25,0.51,0.38,06:22:00,3.63,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c10-3,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13,,0,0.129,0,,100,0,,15/06/2006 15:51,15/06/2006 16:37,,16/06/2006 22:05,17/06/2006 00:53,,1.23,1.38,1.3,03:34:00,6.3,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c6-1,Haustrum haustorium,EPFS Rocks,16.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.6,3,1,0.015,0,,100,0,,15/06/2006 19:35,15/06/2006 20:36,,17/06/2006 00:49,17/06/2006 04:37,,1.18,1.38,1.28,04:49:00,4.75,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c13-2,Haustrum haustorium,EPFS Rocks,30,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",15.3,,0,0.211,0,,90,0.006,,15/06/2006 12:44,15/06/2006 13:50,,17/06/2006 00:53,17/06/2006 04:43,,1.46,1.67,1.56,04:56:00,4.64,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c3-2,Haustrum haustorium,EPFS Rocks,13.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.4,3.2,0,0.014,0,,100,0,,15/06/2006 12:12,15/06/2006 12:48,,17/06/2006 04:46,17/06/2006 10:39,,1.67,1.94,1.8,06:29:00,3.57,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c6-1,Haustrum haustorium,EPFS Rocks,34.7,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",11.3,,0,0.083,0,,100,0,,14/06/2006 22:40,15/06/2006 08:59,,17/06/2006 04:46,17/06/2006 10:39,,1.82,2.5,2.16,16:12:00,1.46,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c2-2,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",14.4,,0,0.17,1,,100,0,,16/06/2006 12:37,16/06/2006 16:14,,17/06/2006 04:46,17/06/2006 10:39,,0.52,0.92,0.72,09:30:00,2.46,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c17-1,Haustrum haustorium,EPFS Rocks,34.3,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",20.1,,0,0.408,0,,100,0,,16/06/2006 18:11,16/06/2006 19:08,,17/06/2006 04:46,17/06/2006 10:39,,0.4,0.69,0.54,06:50:00,3.39,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c11-2,Haustrum haustorium,EPFS Rocks,26.1,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",12.4,,0,0.133,0,,100,0,,15/06/2006 11:34,15/06/2006 12:40,,17/06/2006 10:30,17/06/2006 11:34,,1.91,2,1.95,02:10:00,9.97,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c9-2,Haustrum haustorium,EPFS Rocks,26.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",13.8,,0,0.129,0,,100,0,,16/06/2006 22:03,17/06/2006 00:49,,17/06/2006 12:27,17/06/2006 13:29,,0.48,0.64,0.56,03:48:00,5.94,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c16-1,Haustrum haustorium,EPFS Rocks,35.1,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",16.6,,0,0.333,0,,100,0,,16/06/2006 10:31,16/06/2006 11:34,,17/06/2006 13:33,17/06/2006 17:40,,1.08,1.3,1.19,05:10:00,4.44,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c14-2,Haustrum haustorium,EPFS Rocks,48,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",21.8,,0,0.42,0,,100,0,,17/06/2006 04:43,17/06/2006 10:34,,17/06/2006 13:33,17/06/2006 17:40,,0.12,0.54,0.33,09:58:00,2.35,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c16-2,Haustrum haustorium,EPFS Rocks,13.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.5,2.1,0,0.006,0,,100,0,,16/06/2006 00:16,16/06/2006 04:27,,17/06/2006 22:33,18/06/2006 08:29,,1.75,2.34,2.05,14:07:00,1.67,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c8-2,Haustrum haustorium,EPFS Rocks,27.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",12.3,,0,0.104,0,,100,0,,17/06/2006 12:30,17/06/2006 13:33,,17/06/2006 22:36,18/06/2006 08:33,,0.38,0.84,0.61,11:00:00,2.14,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,EPFS Rocks,36.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",14.5,,0,0.16,0,,100,0,,17/06/2006 10:34,17/06/2006 11:39,,17/06/2006 22:36,18/06/2006 08:33,,0.46,0.92,0.69,11:02:00,2.13,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c12-2,Haustrum haustorium,EPFS Rocks,31,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",16,,0,0.161,0,,100,0,,17/06/2006 04:43,17/06/2006 10:34,,17/06/2006 22:36,18/06/2006 08:33,,0.5,1.16,0.83,15:48:00,1.5,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.7,2.4,1,0.006,0,,100,0,,17/06/2006 11:39,17/06/2006 12:30,,17/06/2006 22:36,18/06/2006 08:33,,0.42,0.87,0.65,10:48:00,2.17,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c12-2,Haustrum haustorium,EPFS Rocks,13.1,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,3,0,0.011,0,,100,0,,16/06/2006 17:22,16/06/2006 18:11,,17/06/2006 22:39,18/06/2006 08:36,,1.19,1.63,1.41,10:46:00,2.18,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c1-1,Haustrum haustorium,EPFS Rocks,53.6,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",18.1,,0,0.419,0,,100,0,,16/06/2006 22:03,17/06/2006 00:49,,18/06/2006 17:48,18/06/2006 18:44,,1.71,1.86,1.78,03:42:00,6.09,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c14-2,Haustrum haustorium,EPFS Rocks,15.3,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.5,2.4,0,0.008,0,,100,0,,17/06/2006 10:30,17/06/2006 11:34,,18/06/2006 19:37,18/06/2006 20:46,,1.34,1.43,1.38,02:13:00,9.77,1
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c21-1,Haustrum haustorium,EPFS Rocks,48.2,Onithochiton neglectus neglectus,Robyn's Sea-table,10.1,,0,0.031,0,,100,0,,18/06/2006 18:48,18/06/2006 19:40,,18/06/2006 22:45,18/06/2006 23:45,,0.13,0.21,0.17,01:52:00,11.39,1
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,EPFS Rocks,36.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.3,,0,0.185,0,,100,0,,18/06/2006 08:33,18/06/2006 09:34,,18/06/2006 23:45,19/06/2006 08:29,,0.59,1,0.79,09:45:00,2.4,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c14-2,Haustrum haustorium,EPFS Rocks,48,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",20.2,,0,0.343,0,,100,0,,18/06/2006 20:51,18/06/2006 21:43,,18/06/2006 23:45,19/06/2006 08:29,,0.08,0.48,0.28,09:36:00,2.44,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c2-2,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",14.2,,0,0.187,1,,100,0,,17/06/2006 17:41,17/06/2006 18:39,,18/06/2006 23:47,19/06/2006 08:32,,1.21,1.62,1.42,09:43:00,2.41,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c10-3,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.1,,0,0.11,0,,100,0,,16/06/2006 22:05,17/06/2006 00:53,,19/06/2006 09:31,19/06/2006 10:45,,2.36,2.53,2.44,04:02:00,5.62,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c14-2,Haustrum haustorium,EPFS Rocks,48,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",14.9,,0,0.111,1,,100,0,,19/06/2006 10:59,19/06/2006 11:59,,19/06/2006 14:51,19/06/2006 18:38,,0.12,0.32,0.22,04:47:00,4.78,0
2006,H-Times-TopLab-LowTemp,Aerated,10,c16-2,Haustrum haustorium,EPFS Rocks,13.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,2.7,0,0.011,0,,100,0,"not sure of start time!  Estimated based on memory!!!! Also, end time was at first listed as ""fail"" but 2 dead were found after subsequent feeding",18/06/2006 11:41,18/06/2006 12:44,,19/06/2006 18:35,19/06/2006 19:36,,1.24,1.33,1.29,02:04:00,10.4,1
2006,H-Times-TopLab-HighTemp,Aerated,18,c18-2,Haustrum haustorium,EPFS Rocks,39.4,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",25.3,,0,0.408,0,,100,0,,19/06/2006 12:03,19/06/2006 13:07,,19/06/2006 20:41,19/06/2006 21:45,,0.32,0.4,0.36,02:08:00,10.11,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,9.1,,0,0.035,0,,100,0,,18/06/2006 19:37,18/06/2006 20:46,,19/06/2006 21:39,,yes,1.04,1.08,1.06,01:09:00,17.27,1
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,EPFS Rocks,36.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.5,,0,0.137,0,,100,0,,19/06/2006 08:29,19/06/2006 09:31,,20/06/2006 03:22,20/06/2006 08:26,,0.74,1,0.87,06:06:00,3.79,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c3-1,Haustrum haustorium,EPFS Rocks,33.1,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",10.1,,0,0.066,0,,100,0,,19/06/2006 13:57,19/06/2006 14:51,,20/06/2006 03:22,20/06/2006 08:26,,0.52,0.77,0.65,05:58:00,3.87,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c3-2,Haustrum haustorium,EPFS Rocks,13.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.5,2.8,0,0.017,0,,100,0,,18/06/2006 09:37,18/06/2006 10:42,,20/06/2006 03:25,20/06/2006 08:29,,1.7,1.95,1.82,06:09:00,3.76,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c20-3,Haustrum haustorium,EPFS Rocks,34,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",17.2,,0,0.291,0,,100,0,,19/06/2006 14:53,19/06/2006 18:42,,20/06/2006 03:25,20/06/2006 08:29,,0.36,0.73,0.55,08:53:00,2.63,0
2006,H-Times-TopLab-HighTemp,Aerated,18,c22-3,Haustrum haustorium,EPFS Rocks,31.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.5,,0,0.147,1,,100,0,,19/06/2006 14:53,19/06/2006 18:42,,20/06/2006 03:25,20/06/2006 08:29,,0.36,0.73,0.55,08:53:00,2.63,0
2006,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3,1.9,1,0.004,0,,100,0,,19/06/2006 10:59,19/06/2006 11:59,,20/06/2006 09:37,20/06/2006 10:42,,0.9,0.99,0.94,02:05:00,10.33,1
2006,H-Times-TopLab-LowTemp,Aerated,10,c14-2,Haustrum haustorium,EPFS Rocks,15.3,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.9,2.7,0,0.008,0,,100,0,,18/06/2006 23:43,19/06/2006 08:25,,20/06/2006 11:32,20/06/2006 12:53,,1.13,1.55,1.34,10:03:00,2.33,0
