Year,Expt/Location,Aerated/Flowthrough/Neither,Temperature,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Start_+_End_Windows,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-4,Haustrum haustorium,Check datasheets,44.4,Diloma aethiops,EPFS Lab Rocks,9.4,,0,0.345,1,,100,0,,18/07/2005 12:39,18/07/2005 13:45,,18/07/2005 17:26,18/07/2005 18:08,,0.15,0.23,0.19,01:48:00,11.76,1
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c6-2,Haustrum haustorium,Check datasheets,33.2,Diloma aethiops,EPFS Lab Rocks,12,,0,0.642,1,,100,0,,18/07/2005 07:50,18/07/2005 08:30,,18/07/2005 18:08,18/07/2005 20:01,,0.4,0.51,0.45,02:33:00,8.6,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c27-2,Haustrum haustorium,Check datasheets,29.9,Turbo smaragdus,EPFS Lab Rocks,10.2,,1,0.42,1,0.044,100,0,,16/07/2005 22:07,16/07/2005 23:07,,18/07/2005 23:15,19/07/2005 07:02,,2.01,2.37,2.19,08:47:00,2.66,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c11-2,Haustrum haustorium,Check datasheets,29,Cellana denticulata,EPFS Lab Rocks,20.5,,0,0.447,1,,90,0.02,mantle (edge of foot?),18/07/2005 08:30,18/07/2005 09:37,,18/07/2005 23:15,19/07/2005 07:02,,0.57,0.94,0.75,08:54:00,2.63,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c6-2,Haustrum haustorium,Check datasheets,33.2,Diloma aethiops,EPFS Lab Rocks,10.8,,0,0.6,0,,100,0,,18/07/2005 18:08,18/07/2005 20:01,,18/07/2005 23:15,19/07/2005 07:02,,0.13,0.54,0.34,09:40:00,2.42,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c15-2,Haustrum haustorium,Check datasheets,29.9,Cellana denticulata,EPFS Lab Rocks,17,,0,0.27,1,,80,0.013,,18/07/2005 14:45,18/07/2005 16:33,,19/07/2005 07:40,19/07/2005 10:06,,0.63,0.81,0.72,04:14:00,5.37,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c11-3,Haustrum haustorium,Check datasheets,48.1,Diloma aethiops,EPFS Lab Rocks,9.9,,0,0.41,1,,99,0,some connective tissue,18/07/2005 23:18,19/07/2005 07:07,,19/07/2005 07:44,19/07/2005 10:11,,0.35,0.45,0.4,10:16:00,2.28,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c23-2,Haustrum haustorium,Check datasheets,33.4,Diloma aethiops,EPFS Lab Rocks,11.7,,0,0.726,0,,95,,some digest left,17/07/2005 23:35,18/07/2005 07:46,,19/07/2005 10:06,19/07/2005 11:06,,1.1,1.48,1.29,09:11:00,2.55,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c16-2,Haustrum haustorium,Check datasheets,47.2,Diloma aethiops,EPFS Lab Rocks,10.5,,0,0.444,1,,100,0,,18/07/2005 23:18,19/07/2005 07:07,,19/07/2005 10:11,19/07/2005 11:11,,0.13,0.5,0.31,08:49:00,2.65,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c25-2,Haustrum haustorium,Check datasheets,23.1,Cellana denticulata,EPFS Lab Rocks,12.8,,0,0.073,1,,95,0.072,,17/07/2005 12:12,17/07/2005 13:14,,19/07/2005 11:08,19/07/2005 12:09,,1.91,2,1.96,02:03:00,10.48,1
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c12-3,Haustrum haustorium,Check datasheets,30.8,Cellana denticulata,EPFS Lab Rocks,13.5,,0,0.096,1,,100,0,,19/07/2005 07:44,19/07/2005 10:11,,19/07/2005 11:11,19/07/2005 12:12,,0.14,0.19,0.16,03:28:00,6.47,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-4,Haustrum haustorium,Check datasheets,44.4,Diloma aethiops,EPFS Lab Rocks,8.5,,0,0.263,1,,100,0,,19/07/2005 07:42,19/07/2005 10:09,,19/07/2005 12:09,19/07/2005 13:10,,0.08,0.23,0.16,03:28:00,6.47,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c8-3,Haustrum haustorium,Check datasheets,25.9,Turbo smaragdus,EPFS Lab Rocks,6.5,,1,0.154,1,0.012,100,0,,17/07/2005 17:24,17/07/2005 18:13,,19/07/2005 13:12,19/07/2005 14:16,,1.79,1.87,1.83,01:53:00,11.3,1
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c4-2,Haustrum haustorium,Check datasheets,25.4,Diloma aethiops,EPFS Lab Rocks,5.3,,0,0.084,1,,100,0,,19/07/2005 10:09,19/07/2005 11:08,,19/07/2005 14:14,19/07/2005 15:13,,0.13,0.21,0.17,01:58:00,10.88,1
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c23-3,Haustrum haustorium,Check datasheets,29.7,Diloma aethiops,EPFS Lab Rocks,8.3,,0,0.246,1,,100,0,,19/07/2005 07:44,19/07/2005 10:11,,19/07/2005 15:15,19/07/2005 16:11,,0.31,0.35,0.33,03:23:00,6.62,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-4,Haustrum haustorium,Check datasheets,44.4,Diloma aethiops,EPFS Lab Rocks,9,,0,0.326,1,,100,0,,19/07/2005 12:09,19/07/2005 13:10,,19/07/2005 16:05,19/07/2005 16:57,,0.12,0.2,0.16,01:53:00,11.3,1
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-3,Haustrum haustorium,Check datasheets,23.9,Siphonaria australis,EPFS & ?Lighthouse Reef,7.4,,0,0.018,0,,100,0,,19/07/2005 11:06,19/07/2005 12:05,,19/07/2005 20:47,19/07/2005 22:12,,0.36,0.46,0.41,02:24:00,9.09,1
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c23-2,Haustrum haustorium,Check datasheets,26.1,Cellana denticulata,EPFS Lab Rocks,17.4,,0,0.196,1,,100,0,,19/07/2005 12:09,19/07/2005 13:10,,19/07/2005 20:49,19/07/2005 22:15,,0.32,0.42,0.37,02:27:00,8.92,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c8-2,Haustrum haustorium,Check datasheets,25.6,Diloma aethiops,EPFS Lab Rocks,6.7,,0,0.129,1,,100,0,,19/07/2005 13:10,19/07/2005 14:14,,19/07/2005 22:15,20/07/2005 08:12,,0.33,0.79,0.56,11:01:00,2.13,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,36.3,Cellana denticulata,EPFS Lab Rocks,17.2,,0,0.224,0,,100,0,,19/07/2005 22:17,20/07/2005 08:16,,19/07/2005 22:17,20/07/2005 08:16,,0,0.42,0.21,19:58:00,1.19,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-3,Haustrum haustorium,Check datasheets,23.9,Siphonaria australis,EPFS & ?Lighthouse Reef,7.3,,0,0.019,0,,100,0,,19/07/2005 22:12,20/07/2005 08:10,,20/07/2005 08:10,20/07/2005 09:22,,0,0.47,0.23,11:10:00,2.1,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c11-3,Haustrum haustorium,Check datasheets,48.1,Diloma aethiops,EPFS Lab Rocks,10.1,,0,0.399,1,,80,0.008,some foot left,19/07/2005 22:17,20/07/2005 08:16,,20/07/2005 08:16,20/07/2005 09:25,,0.42,0.46,0.44,11:08:00,2.11,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c24-2,Haustrum haustorium,Check datasheets,25.2,Turbo smaragdus,EPFS Lab Rocks,8.3,,1,0.252,1,0.024,100,0,,18/07/2005 11:32,18/07/2005 12:37,,20/07/2005 09:22,28/07/2005 19:00,,1.86,10.31,6.09,202:43:00,0.12,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c6-3,Haustrum haustorium,Check datasheets,24,Turbo smaragdus,EPFS Lab Rocks,8.4,,1,0.259,1,0.03,100,0,,18/07/2005 13:48,18/07/2005 14:49,,20/07/2005 09:22,28/07/2005 19:00,,1.77,10.22,5.99,202:39:00,0.12,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,Check datasheets,29.7,Turbo smaragdus,EPFS Lab Rocks,5.6,,1,0.082,1,0.008,100,0,,18/07/2005 23:15,19/07/2005 07:02,,20/07/2005 09:22,28/07/2005 19:00,,1.1,9.82,5.46,209:25:00,0.11,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c15-2,Haustrum haustorium,Check datasheets,34.3,Turbo smaragdus,EPFS Lab Rocks,10.7,,1,0.511,1,0.064,100,0,,19/07/2005 07:42,19/07/2005 10:09,,20/07/2005 09:22,28/07/2005 19:00,,0.97,9.47,5.22,204:05:00,0.12,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c4-2,Haustrum haustorium,Check datasheets,21.8,Diloma aethiops,EPFS Lab Rocks,9.5,,0,0.423,1,,100,0,,19/07/2005 15:15,19/07/2005 16:11,,20/07/2005 09:22,28/07/2005 19:00,,0.75,9.16,4.96,202:34:00,0.12,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,14.2,,0,0.119,0,,100,0,,19/07/2005 22:17,20/07/2005 08:16,,20/07/2005 09:22,28/07/2005 19:00,,0.46,8.86,4.66,211:37:00,0.11,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c9-2,Haustrum haustorium,Check datasheets,27.5,Cellana denticulata,EPFS Lab Rocks,14.9,,0,0.14,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c11-2,Haustrum haustorium,Check datasheets,29,Cellana denticulata,EPFS Lab Rocks,20.7,,0,0.435,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,47.2,Cellana denticulata,EPFS Lab Rocks,17.4,,0,0.246,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,47.2,Cellana denticulata,EPFS Lab Rocks,19.1,,0,0.37,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,47.2,Cellana denticulata,EPFS Lab Rocks,18.1,,0,0.228,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c3-2,Haustrum haustorium,Check datasheets,28.4,Diloma aethiops,EPFS Lab Rocks,10.4,,0,0.532,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c5-2,Haustrum haustorium,Check datasheets,23.7,Diloma aethiops,EPFS Lab Rocks,9.2,,0,0.319,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c13-2,Haustrum haustorium,Check datasheets,29.2,Diloma aethiops,EPFS Lab Rocks,9.5,,0,0.402,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c1-2,Haustrum haustorium,Check datasheets,22.4,Diloma aethiops,EPFS Lab Rocks,7.1,,0,0.152,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c1-2,Haustrum haustorium,Check datasheets,22.4,Diloma aethiops,EPFS Lab Rocks,6.3,,0,0.103,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c7-3,Haustrum haustorium,Check datasheets,41.1,Diloma aethiops,EPFS Lab Rocks,15,,0,1.162,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c7-3,Haustrum haustorium,Check datasheets,41.1,Diloma aethiops,EPFS Lab Rocks,14.9,,0,1.079,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c8-2,Haustrum haustorium,Check datasheets,25.6,Diloma aethiops,EPFS Lab Rocks,6.8,,0,0.136,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,11,,0,0.704,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,11.8,,0,0.656,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,10.4,,0,0.518,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,11.1,,0,0.493,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,10.5,,0,0.401,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c2-3,Haustrum haustorium,Check datasheets,28.3,Diloma aethiops,EPFS Lab Rocks,6.2,,0,0.101,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c10-3,Haustrum haustorium,Check datasheets,44,Diloma aethiops,EPFS Lab Rocks,13.2,,0,0.995,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c10-3,Haustrum haustorium,Check datasheets,44,Diloma aethiops,EPFS Lab Rocks,10.5,,0,0.503,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c10-3,Haustrum haustorium,Check datasheets,44,Diloma aethiops,EPFS Lab Rocks,10.8,,0,0.53,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c10-3,Haustrum haustorium,Check datasheets,44,Diloma aethiops,EPFS Lab Rocks,10.4,,0,0.609,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c22-2,Haustrum haustorium,Check datasheets,23,Diloma aethiops,EPFS Lab Rocks,10.5,,0,0.428,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c14-3,Haustrum haustorium,Check datasheets,28.5,Diloma aethiops,EPFS Lab Rocks,8.3,,0,0.224,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c14-3,Haustrum haustorium,Check datasheets,28.5,Diloma aethiops,EPFS Lab Rocks,8.3,,0,0.218,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c14-3,Haustrum haustorium,Check datasheets,28.5,Diloma aethiops,EPFS Lab Rocks,9.5,,0,0.409,1,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c2-3,Haustrum haustorium,Check datasheets,28.3,Diloma aethiops,EPFS Lab Rocks,5.7,,0,0.082,0,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,417:03:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c18-4,Haustrum haustorium,Check datasheets,43.2,Siphonaria australis,EPFS & ?Lighthouse Reef,11.8,,0,0.056,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-3,Haustrum haustorium,Check datasheets,23.9,Siphonaria australis,EPFS & ?Lighthouse Reef,7.1,,0,0.019,0,,100,0,,20/07/2005 09:22,29/07/2005 08:34,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,416:50:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-3,Haustrum haustorium,Check datasheets,23.9,Siphonaria australis,EPFS & ?Lighthouse Reef,8.1,,0,0.029,0,,100,0,,20/07/2005 09:22,29/07/2005 08:34,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,416:50:00,0.06,0
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-3,Haustrum haustorium,Check datasheets,23.9,Siphonaria australis,EPFS & ?Lighthouse Reef,7.8,,0,0.029,0,,100,0,,20/07/2005 09:22,29/07/2005 08:34,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,416:50:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,Check datasheets,27.9,Siphonaria australis,EPFS & ?Lighthouse Reef,12,,0,0.1,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,Check datasheets,27.9,Siphonaria australis,EPFS & ?Lighthouse Reef,11.3,,0,0.054,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,Check datasheets,27.9,Siphonaria australis,EPFS & ?Lighthouse Reef,12.5,,0,0.106,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c20-3,Haustrum haustorium,Check datasheets,48.6,Siphonaria australis,EPFS & ?Lighthouse Reef,10.9,,0,0.075,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c20-3,Haustrum haustorium,Check datasheets,48.6,Siphonaria australis,EPFS & ?Lighthouse Reef,12.7,,0,0.093,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c20-3,Haustrum haustorium,Check datasheets,48.6,Siphonaria australis,EPFS & ?Lighthouse Reef,12.6,,0,0.083,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c2-2,Haustrum haustorium,Check datasheets,36.4,Turbo smaragdus,EPFS Lab Rocks,11.8,,1,0.646,1,0.074,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c2-2,Haustrum haustorium,Check datasheets,36.4,Turbo smaragdus,EPFS Lab Rocks,11.9,,1,0.709,1,0.074,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,Check datasheets,29.7,Turbo smaragdus,EPFS Lab Rocks,7.6,,1,0.204,1,0.024,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,Check datasheets,29.7,Turbo smaragdus,EPFS Lab Rocks,5.5,,1,0.074,1,0.008,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c15-2,Haustrum haustorium,Check datasheets,34.3,Turbo smaragdus,EPFS Lab Rocks,10.1,,1,0.488,1,0.044,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c13-2,Haustrum haustorium,Check datasheets,21.6,Turbo smaragdus,EPFS Lab Rocks,8.9,,1,0.274,1,,100,0,"written down as Turbo_smaragdus in notebook, but probably incorrect, hardly matters for times though!",20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c19-2,Haustrum haustorium,Check datasheets,26.5,Turbo smaragdus,EPFS Lab Rocks,10.1,,0,0.5,1,0.054,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c19-2,Haustrum haustorium,Check datasheets,26.5,Turbo smaragdus,EPFS Lab Rocks,10.9,,1,0.54,1,0.056,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,28/07/2005 19:00,,0,8.4,4.2,403:16:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c19-3,Haustrum haustorium,Check datasheets,31,Diloma aethiops,EPFS Lab Rocks,6.6,,0,0.135,1,,100,0,,20/07/2005 09:22,29/07/2005 08:40,,20/07/2005 09:22,29/07/2005 08:40,,0,8.97,4.49,430:36:00,0.06,0
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,Check datasheets,27.9,Siphonaria australis,EPFS & ?Lighthouse Reef,13,,0,0.058,0,,100,0,,20/07/2005 09:22,28/07/2005 19:00,,20/07/2005 09:22,29/07/2005 08:40,,0,8.97,4.49,416:56:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,47.2,Cellana denticulata,EPFS Lab Rocks,20.3,,0,0.324,0,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,47.2,Cellana denticulata,EPFS Lab Rocks,18.4,,0,0.252,0,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,15.8,,0,0.187,0,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,13.5,,0,0.133,0,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,13.7,,0,0.113,1,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,11.5,,0,0.585,1,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-3,Haustrum haustorium,Check datasheets,45.1,Diloma aethiops,EPFS Lab Rocks,10.1,,0,0.494,1,,100,0,,20/07/2005 09:22,29/07/2005 08:47,,20/07/2005 09:22,29/07/2005 08:47,,0,8.98,4.49,430:50:00,0.06,0
