Volume Mass Radius Surface Stroke Energy Bs Bt Detection ForSpeed  ForCost
2.6131e-08 2.8221e-05 1.8409e-03 1.0646e-05 2.5510e-02 1.0385e+02 1.5346e-13 2.3550e-27 2.4496e-04 7.6478e-01 8.8518e-05
7.6271e-09 8.2373e-06 1.2211e-03 4.6845e-06 1.8751e-02 3.0313e+01 4.7054e-14 2.2140e-28 1.3398e-04 4.1492e-01 1.5204e-05
6.0434e-09 6.5269e-06 1.1300e-03 4.0113e-06 1.7691e-02 2.4019e+01 3.7632e-14 1.4162e-28 1.1954e-04 5.2995e-01 1.4200e-05
4.2507e-09 4.5907e-06 1.0049e-03 3.1725e-06 1.6201e-02 1.6894e+01 2.6844e-14 7.2059e-29 1.0061e-04 4.8512e-01 9.1462e-06
9.7906e-09 1.0574e-05 1.3271e-03 5.5330e-06 1.9958e-02 3.8912e+01 5.9800e-14 3.5761e-28 1.5142e-04 4.4295e-01 2.0793e-05
1.8519e-08 2.0000e-05 1.6412e-03 8.4624e-06 2.3406e-02 7.3600e+01 1.1026e-13 1.2158e-27 2.0693e-04 7.0164e-01 5.7555e-05
2.7778e-08 3.0000e-05 1.8788e-03 1.1089e-05 2.5903e-02 1.1040e+02 1.6273e-13 2.6482e-27 2.5241e-04 7.7656e-01 9.5546e-05
9.2593e-09 1.0000e-05 1.3027e-03 5.3310e-06 1.9682e-02 3.6800e+01 5.6681e-14 3.2128e-28 1.4734e-04 4.3336e-01 1.9340e-05
1.8519e-08 2.0000e-05 1.6412e-03 8.4624e-06 2.3406e-02 7.3600e+01 1.1026e-13 1.2158e-27 2.0693e-04 7.0164e-01 5.7555e-05
2.7778e-08 3.0000e-05 1.8788e-03 1.1089e-05 2.5903e-02 1.1040e+02 1.6273e-13 2.6482e-27 2.5241e-04 7.7656e-01 9.5546e-05
9.2593e-09 1.0000e-05 1.3027e-03 5.3310e-06 1.9682e-02 3.6800e+01 5.6681e-14 3.2128e-28 1.4734e-04 4.3336e-01 1.9340e-05
1.4782e-07 1.5964e-04 3.2800e-03 3.3799e-05 3.9342e-02 5.8749e+02 8.0997e-13 6.5605e-26 5.7262e-04 1.1789e+00 7.7212e-04
6.8535e-09 7.4018e-06 1.1783e-03 4.3621e-06 1.8256e-02 2.7238e+01 4.2462e-14 1.8030e-28 1.2714e-04 4.0089e-01 1.3267e-05
6.8535e-09 7.4018e-06 1.1783e-03 4.3621e-06 1.8256e-02 2.7238e+01 4.2462e-14 1.8030e-28 1.2714e-04 4.0089e-01 1.3267e-05
1.5474e-08 1.6712e-05 1.5459e-03 7.5075e-06 2.2378e-02 6.1501e+01 9.2801e-14 8.6120e-28 1.8950e-04 6.7079e-01 4.5982e-05
