Volume Mass Radius Surface Stroke Energy Bs Bt Detection ForSpeed  ForCost
1.4387e-06 1.5538e-03 7.0031e-03 1.5408e-04 6.9489e-02 5.7179e+03 7.1974e-12 5.1802e-24 1.7462e-03 7.9734e-02 4.2373e-05
4.0131e-06 4.3341e-03 9.8582e-03 3.0531e-04 8.9804e-02 1.5950e+04 1.9269e-11 3.7131e-23 2.8867e-03 9.5951e-02 1.3520e-04
4.5067e-08 4.8673e-05 2.2076e-03 1.5311e-05 2.9234e-02 1.7912e+02 2.5896e-13 6.7061e-27 3.1996e-04 4.4879e-02 9.5673e-06
4.5067e-08 4.8673e-05 2.2076e-03 1.5311e-05 2.9234e-02 1.7912e+02 2.5896e-13 6.7061e-27 3.1996e-04 4.4879e-02 9.5673e-06
4.5067e-08 4.8673e-05 2.2076e-03 1.5311e-05 2.9234e-02 1.7912e+02 2.5896e-13 6.7061e-27 3.1996e-04 4.4879e-02 9.5673e-06
4.5067e-08 4.8673e-05 2.2076e-03 1.5311e-05 2.9234e-02 1.7912e+02 2.5896e-13 6.7061e-27 3.1996e-04 4.4879e-02 9.5673e-06
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
1.0741e-12 1.1600e-09 6.3530e-05 1.2680e-08 2.0426e-03 4.2688e-03 9.4476e-18 8.9257e-36 1.7374e-06 3.2356e-04 1.4566e-11
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
5.5556e-13 6.0000e-10 5.0997e-05 8.1704e-09 1.7322e-03 2.2080e-03 5.0172e-18 2.5173e-36 1.2578e-06 2.1064e-04 5.2938e-12
1.0358e-10 1.1186e-07 2.9133e-04 2.6664e-07 6.4009e-03 4.1165e-01 7.5888e-16 5.7591e-32 1.6300e-05 5.0542e-03 4.3870e-09
2.4074e-08 2.6000e-05 1.7912e-03 1.0080e-05 2.4993e-02 9.5680e+01 1.4185e-13 2.0120e-27 2.3532e-04 3.1519e-02 5.5990e-07
2.4074e-08 2.6000e-05 1.7912e-03 1.0080e-05 2.4993e-02 9.5680e+01 1.4185e-13 2.0120e-27 2.3532e-04 3.1519e-02 5.5990e-07
2.4074e-08 2.6000e-05 1.7912e-03 1.0080e-05 2.4993e-02 9.5680e+01 1.4185e-13 2.0120e-27 2.3532e-04 3.1519e-02 5.5990e-07
2.4074e-08 2.6000e-05 1.7912e-03 1.0080e-05 2.4993e-02 9.5680e+01 1.4185e-13 2.0120e-27 2.3532e-04 3.1519e-02 5.5990e-07
9.9720e-10 1.0770e-06 6.1977e-04 1.2067e-06 1.1275e-02 3.9633e+00 6.6736e-15 4.4537e-30 4.9443e-05 1.0426e-02 5.1280e-09
